county,state,area mi2,Wind Capacity Intensity (MW / 1000 sq mile),Wind Project Intensity (Projects / 1000 sq mile),GDP_2017,GDP_2018,GDP_2019,GDP_2020,GDP_2021,GDP_2022,Solar MW 1000 sq mile,Solar Projects 1000 sq mile,No. of Private Schools,Median Income,Total Unemployment,Unemployment Rate,Hispanic/Latino,White,Black/African American,American Indian/Alaska Native,Asian,Native Hawaiian/Other Pacific Islander,Others,democrat_percentage_vote,republican_percentage_vote,green_percentage_vote,libertarian_percentage_vote,other_percentage_vote,18-24 Less than high school graduate,18-24 High school graduate,18-24 Some college or associate's degree,18-24 Bachelor's degree or higher,25+ Less than 9th grade,"25+ 9th to 12th grade, no diploma",25+ High school graduate,"25+ Some college, no degree",25+ Associate's degree,25+ Bachelor's degree,25+ Graduate or professional degree,25+ High school graduate or higher,25+ Bachelor's degree or higher
Tate,Mississippi,410.9704519237663,0.0,0.0,1224.22,1213.33,1236.2,1206.84,1255.88,1246.33,0.0,0.0,1.0,54839,22445,7.2,0.028684435575826683,0.6420681299885975,0.29329389965792474,0.0018529076396807298,0.0022448688711516535,3.563283922462942e-05,0.030501710376282784,0.3194836935767204,0.6650118383869243,0.0012220270373482012,0.006415641946078057,0.007866799052929046,9.7,30.5,55.9,3.9,6.4,10.1,32.7,21.4,11.4,9.6,8.4,83.5,18.1
Tippah,Mississippi,459.853906371632,0.0,0.0,1319.71,1444.03,1390.64,1476.14,1471.18,1366.26,0.0,0.0,,41506,17150,6.0,0.0512491404996562,0.7613568645427459,0.15801054320421729,0.0009168003667201467,0.001100160440064176,0.0,0.02635801054320422,0.19174420906751138,0.7972678677489606,0.0008909126905563254,0.004256582854880221,0.005840427638091467,11.3,33.1,54.9,0.8,6.8,13.9,30.5,22.3,10.7,10.0,5.9,79.3,15.8
Tishomingo,Mississippi,444.4826093837513,0.0,0.0,1090.83,1160.99,1285.5,1353.24,1262.73,1338.04,0.0,0.0,,40394,15268,3.5,0.028488063660477455,0.9108222811671087,0.02297082228116711,0.002546419098143236,0.0021750663129973475,0.0,0.03204244031830238,0.11588969139855548,0.8681330706938061,0.0007660319544758153,0.010615014226307727,0.004596191726854892,8.1,37.2,48.6,6.1,8.9,9.7,32.3,21.3,13.1,8.1,6.7,81.5,14.8
Tunica,Mississippi,480.8075056694893,0.0,0.0,1291.01,1191.39,1132.82,1068.05,1120.29,1098.72,0.0,0.0,,41176,7255,12.2,0.01952565937436107,0.18942956450623594,0.7683500306685749,0.001328971580453895,0.002760171744019628,0.0,0.0179922306276835,0.7243121841661988,0.25996631106120155,0.0019651880965749578,0.0025266704098820887,0.011229646266142616,23.0,39.3,37.7,0.0,3.7,12.7,41.1,16.5,9.1,12.5,4.4,83.6,16.9
Union,Mississippi,416.87582829141536,0.0,0.0,2601.66,2633.81,2745.45,2602.59,2613.25,2682.52,0.0,0.0,1.0,50543,21621,4.1,0.046837311444720454,0.7761817330885264,0.14220398171148793,0.0009720272167620693,0.003924109875076502,0.0,0.02876480541455161,0.1703067097689821,0.8178664353859497,0.0010249940865725774,0.006386501616336829,0.004415359142158795,17.7,33.5,39.0,9.8,6.7,15.7,31.1,17.9,10.8,12.3,5.3,77.6,17.7
Walthall,Mississippi,404.4319702179069,0.0,0.0,682.6,709.44,659.65,616.17,642.02,640.66,0.0,0.0,,34605,11098,6.5,0.014621146643618554,0.5435753385191587,0.41097666378565256,0.003025064822817632,0.003457216940363008,0.0005762028233938346,0.02117545375972342,0.39823008849557523,0.5927798848152831,0.0008428150021070375,0.0026689141733389522,0.005478297513695744,29.1,28.0,39.8,3.1,6.7,11.8,35.1,18.1,10.0,11.0,7.3,81.5,18.3
Warren,Mississippi,618.7001886795015,0.0,0.0,3501.71,3582.43,3624.35,3739.37,3783.36,3608.54,0.0,0.0,5.0,50686,35148,4.7,0.019587674969813514,0.4675327579267475,0.47605205491704305,0.0014981440901569696,0.008139170877867715,0.0,0.025915656723760117,0.4959863202393958,0.4923288842445257,0.0011874792191136655,0.004417422695102835,0.006079893601861968,9.6,36.1,46.9,7.4,3.8,8.5,26.1,21.6,13.1,16.6,10.2,87.7,26.8
Washington,Mississippi,761.19507537923,0.0,0.0,1960.2,1922.34,1858.46,1869.2,1919.22,1750.84,0.0,0.0,7.0,34399,34675,9.5,0.013000311651306709,0.24887582921508392,0.7105427184898269,0.0010685187658608254,0.00672276390187436,0.00011130403811050265,0.018699078402564445,0.6943025322079076,0.2943136383829409,0.0010550866281652598,0.002943136383829409,0.007385606397156819,18.4,41.6,35.5,4.5,8.1,11.8,31.5,18.8,9.2,13.0,7.6,80.1,20.6
Wayne,Mississippi,813.5107298097981,0.0,0.0,781.87,811.45,767.15,706.82,767.81,759.29,0.0,0.0,,34766,15472,8.7,0.01734162495576116,0.5719702715000758,0.3897062541078922,0.001567318873552758,0.0017695535669144042,0.0001011173466808231,0.0166338035289954,0.360381861575179,0.6271877486077964,0.0010938743038981702,0.004474940334128878,0.006861575178997614,26.1,28.0,35.2,10.8,7.7,9.9,36.8,18.9,6.9,10.0,9.8,82.5,19.8
Webster,Mississippi,423.2957547540252,0.0,0.0,428.42,426.69,443.76,452.97,456.06,465.92,0.0,0.0,,53363,7802,6.4,0.015615555107797703,0.7748337698972396,0.17952851098126132,0.0014104372355430183,0.001309691718718517,0.00010074551682450131,0.026395325408019345,0.1933271547729379,0.7953660797034291,0.0003707136237256719,0.005004633920296571,0.005931417979610751,21.8,28.0,45.9,4.3,3.8,11.3,36.9,16.5,13.5,10.8,7.2,84.8,17.9
Wilkinson,Mississippi,687.673768265495,0.0,0.0,213.1,209.7,209.75,206.94,218.0,213.09,0.0,0.0,,31412,6956,6.3,0.008151857458949575,0.2940491440549668,0.6712472341912192,0.00186328170490276,0.00093164085245138,0.0,0.02096191918015605,0.6661012842258299,0.32081415071480496,0.002180760843227526,0.002907681124303368,0.007996123091834261,27.0,44.6,28.4,0.0,3.1,11.6,49.0,17.1,7.8,7.3,4.2,85.3,11.5
Winston,Mississippi,610.0300121021598,0.0,0.0,854.53,857.59,824.32,765.25,817.13,822.23,0.0,0.0,,39725,14208,6.9,0.012758270294682173,0.4999435474765722,0.456023484249746,0.00914530879530315,0.002201648413684092,5.645252342779722e-05,0.01891159534831207,0.43741879601559114,0.5534863577306193,0.00043308791684711995,0.004439151147682979,0.0042226071892594195,21.3,35.3,41.2,2.2,5.0,9.6,36.8,21.9,9.3,12.1,5.3,85.5,17.4
Yalobusha,Mississippi,495.0662702601957,0.0,0.0,582.56,589.0,655.52,640.91,622.57,624.24,0.0,0.0,,44348,10171,5.0,0.013059850973479689,0.5873728066661326,0.3697620382982133,0.0019229228427209359,0.0016825574873808188,0.00016024357022674467,0.022834708757311115,0.42616679418515685,0.5617444529456771,0.0010711553175210406,0.003978576893649579,0.007039020657995409,11.7,50.9,33.5,3.8,5.7,9.8,46.1,18.2,7.8,7.0,5.3,84.5,12.3
Yazoo,Mississippi,934.1098409542284,0.0,0.0,803.42,841.48,768.72,811.12,771.99,720.9,0.0,0.0,2.0,40037,22390,10.4,0.04023482780540702,0.343416968926448,0.5912575253337322,0.0018696481322215159,0.004300190704109487,0.0002243577758665819,0.017013798003215796,0.5266385588348026,0.4630126485243388,0.0007665772326561902,0.002012265235722499,0.007569950172479877,31.9,39.0,24.2,4.9,7.5,15.5,38.3,20.9,5.9,8.7,3.2,77.0,11.9
Adair,Missouri,569.3784441828288,0.0,0.0,1424.2,1441.9,1437.01,1399.1,1420.01,1432.3,0.0,0.0,3.0,46639,21228,5.5,0.026112032867188117,0.8528877301098207,0.04997234731768982,0.0016196571067393537,0.027060124832108713,0.0005135498143319902,0.03875325906612941,0.3589396284829721,0.620452786377709,0.004160216718266254,0.015189628482972136,0.0012577399380804953,4.1,14.8,73.1,8.0,2.5,5.5,32.2,17.8,7.7,15.4,18.9,92.0,34.3
Andrew,Missouri,436.2472946598742,0.0,0.0,673.21,639.41,721.87,729.23,727.72,695.81,0.0,0.0,1.0,63769,14336,4.1,0.021560518334711884,0.9239591949269369,0.0076095947063689,0.0022056796250344637,0.004907637165701682,0.0,0.0384891094568514,0.24107875307629203,0.7439499589827727,0.001948318293683347,0.012305168170631665,0.0007178014766201805,18.9,41.0,29.7,10.3,2.0,3.5,38.7,21.9,7.8,16.5,9.6,94.5,26.1
Atchison,Missouri,550.0661692304877,1516.3630244100632,10.907778619422587,475.12,457.6,525.4,578.08,655.22,707.89,0.0,0.0,,53867,4289,2.6,0.013760603204524035,0.9393025447690858,0.0041470311027332705,0.00471253534401508,0.0013195098963242225,0.0,0.03562676720075401,0.20042643923240938,0.7814498933901919,0.0010660980810234541,0.016702203269367447,0.00035536602700781805,15.9,37.1,33.0,14.0,3.0,6.3,42.4,22.9,4.0,15.8,5.5,90.7,21.3
Audrain,Missouri,696.8278695348725,0.0,0.0,1456.54,1310.68,1285.82,1218.92,1255.3,1201.76,0.0,0.0,5.0,47178,19938,3.9,0.029284512458937585,0.8593061453409182,0.052239403893918755,0.0025238362310712283,0.004566941751462223,8.012178511337233e-05,0.04995593301818765,0.25375375375375375,0.7256006006006006,0.003003003003003003,0.016422672672672674,0.00121996996996997,19.8,31.9,45.8,2.5,5.6,7.6,41.5,20.6,9.3,10.2,5.1,86.8,15.4
Barry,Missouri,791.0067964436208,0.0,0.0,1854.97,2037.41,1905.02,1829.77,1875.04,2098.85,0.0,0.0,2.0,49574,27746,3.6,0.09651358081890311,0.8124746626513002,0.0029536109341518502,0.009150402501882203,0.023397231713673482,0.002026987895986564,0.052035674986969364,0.18899858956276447,0.7965764841646364,0.0017309911527118862,0.011539941018079241,0.001153994101807924,12.9,46.7,31.6,8.9,4.3,10.1,41.6,20.4,8.6,9.5,5.4,85.5,14.9
Barton,Missouri,596.694880798396,250.37922195695432,1.6758984066730545,585.2,553.97,531.71,585.19,598.4,644.25,0.0,0.0,,45113,9287,6.1,0.022858124946292,0.8908653433015382,0.002320185614849188,0.012460256079745638,0.003179513620348887,0.00017186560109993984,0.06634012202457677,0.13888431792002634,0.850419614941583,0.002139213427678131,0.007734079315451703,0.0008227743952608195,23.3,49.2,25.8,1.7,3.7,9.7,41.6,18.2,8.5,13.3,5.0,86.6,18.3
Bates,Missouri,851.4780300004361,0.0,0.0,530.41,502.51,549.81,559.46,526.32,502.42,0.0032883995844244693,0.001174428423008739,,52093,12830,7.5,0.02088268295723725,0.9225158957735943,0.009662136890662013,0.0057349457673606784,0.0029921456177533974,0.000561027303328762,0.03546939284378506,0.19866920152091255,0.7838640684410646,0.0016634980988593155,0.014258555133079848,0.0015446768060836502,15.7,50.8,31.2,2.3,3.1,8.4,48.5,19.0,7.1,9.2,4.7,88.5,13.9
Benton,Missouri,752.483494313323,0.0,0.0,520.67,562.56,547.13,521.88,534.07,556.81,0.0,0.0,2.0,45533,16594,5.0,0.015984325048984224,0.9247189852531711,0.003867175415076828,0.005156233886769104,0.002629679282252243,0.0,0.04671547901412808,0.2080946926307751,0.7740549828178694,0.0021000381825124095,0.014509354715540282,0.0012409316533027873,15.8,55.6,28.6,0.0,3.9,8.5,41.1,22.3,9.3,8.3,6.7,87.6,15.0
Bollinger,Missouri,621.1863602608836,0.0,0.0,295.06,291.64,289.95,299.39,303.59,298.09,0.0,0.0,,51250,8677,4.9,0.014479038516135138,0.9332828617393774,0.0033121983533642473,0.0028390271600264977,0.0018926847733509984,0.00028390271600264974,0.04249077316172992,0.12535517299013874,0.863613571786729,0.002172822998495738,0.008524151763329433,0.00033428046130703663,11.6,35.1,52.0,1.3,3.7,12.0,47.2,20.8,4.6,7.1,4.6,84.3,11.7
Boone,Missouri,691.0696459004384,0.0,0.0,13410.39,13507.08,14082.17,13668.55,14378.29,14378.96,0.0,0.0,12.0,62653,151401,3.9,0.043853820598006646,0.7503458417297533,0.09739120962910516,0.0024617395566690265,0.04232884919122052,0.0006535591743369098,0.060345297097108,0.5491400491400491,0.4238987363987364,0.003828097578097578,0.021586521586521586,0.0015465952965952965,4.5,17.4,66.2,11.8,2.0,3.2,20.6,17.2,7.3,27.9,21.8,94.8,49.7
Buchanan,Missouri,415.28532104312694,0.0,0.0,12438.24,12259.49,12152.01,11874.86,11891.72,11684.99,0.0,0.0,9.0,54073,67906,4.8,0.0660431875272723,0.8065642211031571,0.05074711355890227,0.003809276709162313,0.012359510808675244,0.005023999622610357,0.05328270022289576,0.3673698016285043,0.6134214984425378,0.003470134980053555,0.014454341767309689,0.0012842231815946227,15.9,36.0,39.0,9.1,3.3,7.1,37.7,22.3,6.2,16.2,7.1,89.6,23.3
Butler,Missouri,699.1287603707142,0.0,0.0,2096.55,2072.17,2035.8,2060.14,2124.09,2114.17,0.0,0.0,3.0,44842,33768,5.3,0.02138618561595063,0.8484452883930691,0.05846190363161643,0.004699738903394256,0.007215760740564918,0.0002848326608117731,0.05732257298836933,0.18196350807562978,0.8049170387519983,0.002315197618653878,0.010363265531117358,0.00044099002260073865,19.3,43.5,34.6,2.6,4.5,12.0,40.5,20.6,8.5,8.8,5.1,83.6,13.9
Caldwell,Missouri,429.8146515943499,0.0,0.0,483.72,551.68,502.01,523.63,520.81,496.79,0.0,0.0,,54321,7061,4.8,0.01712989222915485,0.927056154282473,0.00737379466817924,0.003857061826432218,0.002949517867271696,0.0007941009642654566,0.03766307430516166,0.19158479282357968,0.7956001708671507,0.00149508756941478,0.010679196924391286,0.0006407518154634772,15.2,44.8,35.8,4.2,3.3,6.9,44.1,20.4,8.5,11.3,5.6,89.8,16.8
Callaway,Missouri,847.3044326835796,0.0,0.0,2073.45,2140.96,2141.38,2075.77,1831.69,2119.13,0.0,0.0,3.0,63791,36425,5.2,0.021791658198405707,0.8683467696407199,0.04387688277668631,0.0031840661201815593,0.005013210487094371,0.0006774608766343743,0.05510015129959578,0.27762012864169505,0.7006715853197124,0.003216042376087779,0.017546348846008322,0.0009458948164964056,9.1,33.3,50.2,7.4,1.8,8.1,35.5,21.2,8.7,16.1,8.7,90.2,24.9
Camden,Missouri,708.6250263353761,0.0,0.0,2128.14,2219.4,2234.07,2191.4,2326.97,2292.26,0.0,0.0,1.0,55717,36695,5.2,0.031699613989940346,0.9056965726985612,0.005778453620306469,0.004140835185401801,0.005170195344484735,0.0006550473739618669,0.046040472569891217,0.22779300338545866,0.7597130420764147,0.0012896985329679186,0.010277285184588102,0.0009269708205706916,20.6,43.2,30.6,5.6,1.6,6.6,36.2,24.4,8.6,14.8,7.7,91.7,22.6
Cape Girardeau,Missouri,586.3331245707454,0.0,0.0,6801.5,6967.96,6971.24,6728.58,6987.85,6988.64,0.0,0.0,9.0,59252,66066,3.2,0.027340594786439847,0.8247827683270101,0.07904785216007833,0.002080528699057643,0.015909925345734915,0.00017133765756945294,0.048745563578509364,,,,,,6.5,25.5,54.5,13.5,2.7,5.5,31.4,20.8,6.0,21.5,12.1,91.8,33.6
Carroll,Missouri,701.4244405245591,0.0,0.0,494.92,427.8,523.08,465.27,473.59,462.22,0.0,0.0,,54967,6842,4.7,0.015538552089464391,0.9306650971159506,0.011418481459682167,0.0017657445556209534,0.0017657445556209534,0.0,0.03660977045320777,0.1734333627537511,0.8177405119152692,0.001323918799646955,0.00706090026478376,0.000441306266548985,14.5,49.0,31.8,4.7,2.3,6.4,44.0,19.1,7.5,13.3,7.4,91.4,20.7
Carter,Missouri,509.05519972449537,0.0,0.0,237.25,238.12,245.2,234.25,248.67,237.96,0.0,0.0,,42378,4325,1.2,0.018646674356016916,0.9215686274509803,0.002114571318723568,0.0032679738562091504,0.0034602076124567475,0.00019223375624759708,0.050173010380622836,0.144287193648602,0.8460476354849845,0.0020711080428028996,0.006213324128408699,0.001380738695201933,10.7,46.7,39.6,2.9,2.9,13.7,48.1,14.5,6.0,9.4,5.4,83.4,14.8
Cass,Missouri,702.5596210685313,0.0,0.0,3783.57,3852.72,3972.25,3987.32,4120.57,4142.62,0.0,0.0,4.0,76924,85735,4.5,0.0517788247514468,0.8291845971212346,0.04548152544887966,0.004655735272295593,0.007799747737052975,0.0007234010980857694,0.057992654696542516,0.3318701226309922,0.6479410535117057,0.0029786789297658865,0.015816610925306576,0.0013935340022296545,9.6,41.8,39.8,8.8,2.1,3.8,32.7,25.3,8.3,18.4,9.4,94.1,27.9
Cedar,Missouri,498.6212580163191,0.0,0.0,504.97,533.12,548.05,558.51,590.1,600.49,0.005013825543551492,0.002005530217420597,3.0,41211,11385,2.5,0.018395827459825206,0.9091485762616296,0.004017479560191712,0.007048209754722301,0.002960248096983366,0.0004933746828305611,0.05610374964758951,0.16254968767745598,0.8216922203293583,0.0019875070982396364,0.011357183418512209,0.0024134014764338445,27.2,44.6,17.1,11.1,6.2,8.0,40.1,19.6,8.8,10.0,7.3,85.8,17.3
Chariton,Missouri,766.6902560812218,0.0,0.0,363.35,350.96,368.76,370.17,365.59,330.92,0.0,0.0,1.0,56758,5962,4.3,0.01363390928725702,0.9348002159827213,0.019438444924406047,0.0020248380129589635,0.00040496760259179265,0.00040496760259179265,0.027537796976241903,0.2246750061319598,0.7630610743193524,0.0012263919548687761,0.009811135638950209,0.0012263919548687761,26.8,31.0,41.7,0.6,2.2,5.8,44.0,17.8,8.8,13.7,7.8,92.1,21.4
Christian,Missouri,563.7466859007842,0.0,0.0,2971.68,3037.31,3203.34,3198.61,3352.64,3416.79,0.014013386149449312,0.0017738463480315581,1.0,69212,69651,3.6,0.0339028837711893,0.887980909929988,0.006719794691699871,0.0052677787532923615,0.007023705004389816,0.0007654037504783774,0.056639877535399924,0.23764384380537587,0.745532569013002,0.002049574072887978,0.013621127692734688,0.0011528854159994877,9.1,33.6,49.7,7.6,1.5,5.7,27.4,24.6,8.9,19.1,12.8,92.8,31.9
Clark,Missouri,511.8725641147837,0.0,0.0,281.34,244.44,276.61,289.39,306.32,289.76,0.0,0.0,1.0,45965,5206,3.9,0.007536930961712391,0.9552306300874284,0.003165511003919204,0.0013566475731082302,0.0018088634308109737,0.0,0.02954476936991257,0.19976428992339423,0.7872716558632882,0.0035356511490866236,0.009428403064230996,0.0,30.2,32.2,30.4,7.3,2.2,8.2,46.3,19.2,11.2,8.3,4.6,89.6,12.9
Clay,Missouri,408.6801224626435,0.0,0.0,29910.99,30069.42,31454.55,31380.09,32247.6,34187.31,0.0,0.0,11.0,75596,200132,4.0,0.07440740521443938,0.7629502437483964,0.07047190479010007,0.003982868533759646,0.02391694791481635,0.003963131821501174,0.05754830560325261,0.46930923053828344,0.5104330444263603,0.0028442983668986875,0.015951773341023472,0.0014616533274340478,10.4,41.8,38.5,9.3,2.0,4.2,26.9,23.0,9.0,23.0,12.0,93.8,34.9
Clinton,Missouri,423.45773274108535,0.0,0.0,937.83,974.78,943.05,925.73,969.2,956.05,0.0,0.0,,63876,16962,6.1,0.02369712990936556,0.9093655589123867,0.009535498489425982,0.003351586102719033,0.004012462235649547,0.0002360271903323263,0.04810234138972809,0.2659808963997061,0.7162931667891257,0.002755326965466569,0.013776634827332844,0.0011939750183688465,20.5,39.2,34.1,6.3,1.2,5.0,43.7,19.9,7.9,15.8,6.5,93.8,22.3
Cole,Missouri,398.98456860402166,0.0,0.0,12651.29,12628.62,13645.34,13240.61,13358.48,13453.01,0.0,0.0,14.0,64715,61878,3.1,0.03443367538399824,0.7954813079879398,0.10405155346213073,0.00226452205644483,0.012487221625538633,0.0007246470580623455,0.048758394906766395,0.3211313213084065,0.6599205646487389,0.0024032988438867668,0.01525462318803916,0.0012901920109286854,13.5,30.7,38.7,17.0,2.4,5.1,29.6,19.3,7.9,23.0,12.8,92.5,35.8
Cooper,Missouri,569.16333577724,0.0,0.0,817.55,826.58,807.66,781.61,781.02,796.87,0.0,0.0,3.0,55711,13619,5.0,0.018827106355610128,0.8612524118575688,0.053791732444600365,0.003098871543004151,0.0039174413845524175,0.00035081564637782847,0.05583815704847103,0.25871390774186126,0.7215000575175429,0.003105947313930749,0.0159898769124583,0.0006902105142068331,12.8,40.2,38.8,8.2,3.4,6.1,38.8,19.0,9.3,15.7,7.7,90.5,23.3
Crawford,Missouri,743.816102295652,0.0,0.0,850.36,875.56,869.01,859.98,914.23,890.52,0.0,0.0,2.0,46643,18470,6.9,0.02090562109646079,0.9099583622484386,0.006419153365718251,0.0046408743927827895,0.0035131852879944484,0.0006072172102706454,0.053088133240805,0.19256356511437164,0.7951335095233756,0.0015492572678392417,0.009295543607035451,0.00145812448737811,21.7,49.9,25.8,2.5,5.6,10.1,38.6,22.2,9.9,9.3,4.3,84.2,13.6
Dade,Missouri,506.1681469752719,0.0,0.0,339.64,354.07,354.03,359.35,368.4,371.82,0.0,0.0,1.0,43661,6246,5.7,0.0178359096313912,0.924164354604307,0.004492006870128154,0.006605892456070815,0.0031708283789139914,0.0,0.04108865107676047,0.15926195678562757,0.8288419519300801,0.0012138868657441126,0.010196649672250545,0.00048555474629764507,9.6,51.9,37.4,1.1,2.7,7.9,42.7,24.3,8.0,11.4,3.0,89.4,14.4
Dallas,Missouri,542.8703773008874,0.0,0.0,488.56,483.97,491.78,478.9,491.45,500.35,0.0,0.0,1.0,44948,13480,4.9,0.018745240466287855,0.9194540448714194,0.0025774705641145802,0.005389256634057759,0.0014644719114287389,0.0008786831468572433,0.04920625622400562,0.1702862783810464,0.8167571569595261,0.0025913129318854886,0.008884501480750246,0.0014807502467917078,30.9,39.4,28.5,1.1,4.2,6.9,48.9,21.6,5.1,7.0,6.3,88.9,13.3
Daviess,Missouri,568.9979449700094,0.0,0.0,269.98,271.42,312.44,328.49,284.23,255.08,0.0,0.0,7.0,55750,6593,2.0,0.013404507710557532,0.939976275207592,0.0036773428232502966,0.003202846975088968,0.0018979833926453143,0.0011862396204033216,0.035943060498220644,0.19074405522884172,0.793147532600358,0.001534134492457172,0.012528765021733572,0.002045512656609563,35.7,29.1,27.5,7.7,6.5,6.4,40.7,19.1,7.3,12.7,7.4,87.1,20.1
DeKalb,Missouri,425.7772849511303,812.1616916216893,4.697291449518156,780.48,756.44,770.38,780.26,731.75,738.41,0.0,0.0,,59462,9942,3.1,0.02058210173179799,0.875238008885665,0.0609302747302566,0.0027201015504578836,0.0038081421706410374,0.00018134010336385892,0.03454528969081512,,,,,,22.3,51.1,22.3,4.2,4.2,6.5,44.8,21.3,8.6,9.8,4.9,89.2,14.6
Dent,Missouri,754.54912663108,0.0,0.0,444.39,475.25,478.33,476.85,473.75,437.57,0.0,0.0,1.0,45700,11588,4.8,0.018792039387005063,0.915539837736634,0.0036058525761042924,0.00422994244504542,0.003744539213646765,0.0004854032313986547,0.052215519034741004,0.1478577429291515,0.8382805936712405,0.0012601512181461775,0.011341360963315597,0.0012601512181461775,17.2,39.6,42.5,0.7,3.9,10.5,39.3,21.3,7.7,10.9,6.4,85.6,17.3
Douglas,Missouri,814.6250201607752,0.0,0.0,267.79,272.92,266.73,258.15,273.65,269.39,0.0,0.0,1.0,45125,9461,6.5,0.02064259803074797,0.9157021938158577,0.003022974607013301,0.006391432026256694,0.002072896873380549,0.0,0.05044049058559337,0.14514285714285713,0.8425714285714285,0.0005714285714285715,0.009714285714285713,0.002,13.2,57.2,28.8,0.9,3.4,11.8,39.9,23.4,5.7,10.9,4.8,84.8,15.7
Dunklin,Missouri,547.2627771234222,0.0,0.0,1242.11,1253.59,1311.08,1215.91,1402.42,1366.13,0.0,0.0,2.0,42194,21747,5.7,0.072198847364141,0.7647349998232154,0.11229360393169041,0.002474984973305519,0.00275784039882615,0.00014142771276031538,0.04341830781741682,0.21115270179479798,0.7807851041366733,0.0010557635089739898,0.005854688549764853,0.001151742009789807,16.9,56.2,24.8,2.2,6.9,13.0,42.5,14.8,9.1,7.2,6.4,80.0,13.6
Franklin,Missouri,930.5770832215168,0.0,0.0,5013.29,4868.04,5096.18,5120.57,5115.0,5181.34,0.0,0.0,11.0,65263,84084,4.6,0.02106379320226973,0.9140062283869242,0.00840641179954529,0.0027798475382587264,0.00508205804245238,0.0002961349611203454,0.04705680059609102,0.2713793424606501,0.7089131042190556,0.0028685852659029523,0.015199776473875385,0.0016391915805159729,11.7,41.0,36.0,11.3,2.8,6.8,34.2,23.5,11.3,13.7,7.7,90.4,21.4
Gasconade,Missouri,525.8849512917719,0.0,0.0,863.46,880.67,873.59,842.01,857.82,830.9,0.0,0.0,2.0,58956,12101,2.1,0.012775449506556713,0.926389076652697,0.001216709476814925,0.0016898742733540625,0.0034473435176422874,0.0006083547384074625,0.05198053264837096,0.20206992300896126,0.7853085952290799,0.0012621481761958854,0.010475829862425848,0.0008835037233371198,15.4,32.4,38.3,13.9,4.2,6.9,39.0,21.5,9.0,12.8,6.5,88.9,19.3
Gentry,Missouri,491.6771635702918,115.31957186759598,2.033854883026384,432.44,403.65,466.74,445.28,439.62,372.2,0.0,0.0,,47746,4832,2.9,0.014605647517039922,0.9495293735800064,0.0024342745861733205,0.0009737098344693282,0.0014605647517039922,0.0001622849724115547,0.030347289840960728,0.18937287611986406,0.797343219029966,0.0006178560395427865,0.01050355267222737,0.002162496138399753,25.0,48.1,24.1,2.8,5.6,6.8,43.0,16.3,7.2,14.3,6.9,87.6,21.1
Greene,Missouri,677.8865390239625,0.0,0.0,24060.31,24458.53,25238.9,24661.87,26550.07,27018.06,0.007228348282376486,0.001475173118852344,19.0,50682,244106,3.9,0.048147466671127244,0.8242075506414868,0.033410835856347125,0.005804325644413964,0.02068146463041333,0.0012545372430289546,0.06357994747670742,0.38834978843441464,0.5897743300423132,0.0032651622002820876,0.017306064880112836,0.001304654442877292,7.4,22.3,56.6,13.6,2.3,4.6,28.2,24.5,8.0,20.4,12.0,93.1,32.4
Grundy,Missouri,438.0663917630098,0.0,0.0,827.95,796.67,760.2,711.68,681.23,649.28,0.006391725210261681,0.002282759003664886,,49621,7652,4.1,0.024571778140293637,0.9299551386623165,0.005097879282218597,0.003364600326264274,0.005505709624796085,0.0008156606851549756,0.029363784665579117,0.18007662835249041,0.8079783637592968,0.001803020058598152,0.009465855307640297,0.000676132521974307,14.0,31.8,45.8,8.4,6.2,8.3,38.6,20.3,11.5,10.5,4.5,85.4,15.0
Harrison,Missouri,726.3631894612403,0.0,0.0,322.19,315.44,344.09,353.49,336.44,318.67,0.0,0.0,1.0,45313,6461,2.3,0.020595807282089002,0.9339217849699645,0.003923010910874096,0.003677822728944465,0.0028196640921907563,0.0003677822728944465,0.03383596910628908,0.1560376372190277,0.8358599059069525,0.0020909566126502874,0.00575013068478829,0.00026136957658128593,17.9,52.9,24.7,4.4,1.9,7.3,45.9,18.3,9.7,11.3,5.6,90.8,16.9
Henry,Missouri,732.3465464083093,0.0,0.0,981.29,976.91,945.32,949.59,1023.14,1014.44,0.0,0.0,3.0,49682,17880,6.7,0.026109541602114282,0.9022145265652055,0.008065251070810171,0.004055408730520368,0.0041465415109815,0.0002733983413833956,0.05372277408183724,0.24276974416017796,0.7440674823878384,0.0015758249907304412,0.010567296996662959,0.0010196514645902854,20.2,59.5,18.0,2.3,2.7,8.1,42.1,22.1,9.1,9.4,6.4,89.1,15.9
Hickory,Missouri,411.77140675659024,0.0,0.0,338.59,362.89,356.85,362.97,368.45,369.9,0.0,0.0,,32132,7188,8.8,0.015943954583886942,0.9237830655876313,0.0013286628819905786,0.005073076458509481,0.0018118130208962435,0.0,0.0520594274670854,0.2078740157480315,0.7807086614173229,0.002559055118110236,0.0076771653543307086,0.0011811023622047244,31.4,32.7,30.3,5.6,2.9,7.7,48.2,22.3,8.8,7.5,2.5,89.4,10.1
